months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type,claim_amount_risk_band,claim_amount_risk_band_encoded,days_since_bind_bucket_final,customer_tenure_bucket,umbrella_limit_bin,policy_annual_premium_bin,days_since_bind_bin,is_high_risk_premium
173,36,OH,1000,1274.63,0,MALE,College,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,1,YES,2,3,NO,52030,Accura,MDX,0,0,0,0,0.1818181818181818,0.1818181818181818,0,2731,2,6,1,2007,8,3,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),20,250,500,Ave,old,mid,other,medium,1,8y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(1984.8, 2909.4]",0
436,60,IN,500,1362.31,0,MALE,High School,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,1,NO,0,2,NO,82060,Saab,93,0,0,0,0,0.1818181818181818,0.0909090909090909,0,8309,1,1,0,1992,4,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),10,250,500,Ave,old,low,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(7554.4, 8444.2]",1
155,35,OH,1000,919.37,0,FEMALE,Associate,protective-serv,not-in-family,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,1,Missing,0,3,Missing,48360,Nissan,Maxima,0,1,1,0,0.1666666666666666,0.1666666666666666,0,7832,1,6,1,1993,8,3,0,1,0.0,1.0,Night (0-5),18,250,500,Ridge,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(7554.4, 8444.2]",0
78,31,OH,1000,1377.23,0,FEMALE,Masters,armed-forces,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,3,Missing,2,1,Missing,52290,Nissan,Maxima,0,1,1,0,0.1111111111111111,0.2222222222222222,0,8734,3,6,1,1991,4,2,0,0,0.2588190451025207,0.9659258262890684,Night (0-5),18,250,500,Ave,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(8444.2, 9172.0]",1
440,57,IL,1000,995.55,5000000,MALE,College,protective-serv,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,3,YES,0,3,Missing,68200,Jeep,Wrangler,0,0,1,0,0.1818181818181818,0.1818181818181818,1,2881,2,0,0,2007,3,1,0,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),8,100,300,Ridge,old,mid,other,high,2,8y,5y+,"(2000000.0, 6000000.0]","(953.9, 1050.656]","(1984.8, 2909.4]",0
264,43,IL,500,1508.12,6000000,MALE,PhD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,3,Missing,2,1,NO,60750,Jeep,Wrangler,0,1,0,0,0.2222222222222222,0.1111111111111111,1,1725,1,1,0,2010,5,2,0,1,0.0,1.0,Night (0-5),0,100,300,Lane,new,mid,other,high,2,5y,5y+,"(2000000.0, 6000000.0]","(1454.674, 1564.724]","(908.2, 1984.8]",0
66,30,IN,500,484.67,0,FEMALE,College,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,3,Missing,0,2,YES,65560,Volkswagen,Passat,0,1,0,0,0.1818181818181818,0.1818181818181818,1,4232,1,5,1,2003,6,2,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),0,500,1000,St,new,mid,other,high,2,12y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(3830.6, 4682.0]",0
366,50,IN,1000,1561.41,0,FEMALE,High School,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,3,YES,1,3,NO,70290,Mercedes,C300,0,0,0,0,0.1818181818181818,0.1818181818181818,0,8946,1,6,1,1990,7,3,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),3,500,1000,Lane,new,premium,sedan,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(8444.2, 9172.0]",0
188,37,OH,500,1457.21,0,FEMALE,JD,adm-clerical,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,1,Missing,2,0,YES,45000,Suburu,Forrestor,0,1,0,0,0.1111111111111111,0.1111111111111111,0,7420,1,5,1,1994,9,3,0,1,1.0,6.123233995736766e-17,Morning (6-11),12,100,300,Hwy,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(6660.4, 7554.4]",0
224,39,IL,1000,1128.71,0,FEMALE,JD,prof-specialty,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,3,YES,2,1,Missing,61800,Suburu,Impreza,0,0,1,0,0.2,0.1,0,959,2,2,0,2012,6,2,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),8,500,1000,St,old,mid,other,high,2,3y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(908.2, 1984.8]",0
253,46,IL,500,1358.2,0,FEMALE,MD,transport-moving,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3,YES,0,0,NO,64570,Jeep,Wrangler,0,0,0,0,0.0909090909090909,0.1818181818181818,0,3223,2,5,1,2006,4,2,1,1,0.258819045102521,-0.9659258262890682,Morning (6-11),14,100,300,Ridge,old,mid,other,high,2,9y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(2909.4, 3830.6]",1
446,61,IL,1000,1232.79,0,FEMALE,High School,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,1,YES,2,0,YES,70500,Suburu,Forrestor,0,0,0,0,0.1,0.2,0,5754,1,2,0,1999,4,2,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),8,100,300,Ave,old,mid,other,high,2,20y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(5658.2, 6660.4]",0
169,37,IL,1000,936.19,0,MALE,JD,armed-forces,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,3,Missing,2,1,YES,57900,Audi,A5,0,1,0,0,0.3,0.1,0,4805,2,0,0,2001,12,4,0,1,0.8660254037844386,0.5000000000000001,Night (0-5),10,100,300,Drive,old,premium,sedan,medium,1,15y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(4682.0, 5658.2]",0
255,46,IL,500,1302.34,0,FEMALE,JD,prof-specialty,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,3,NO,1,0,NO,57860,Volkswagen,Jetta,0,0,0,0,0.0909090909090909,0.1818181818181818,0,2970,1,0,0,2006,11,4,0,0,0.4999999999999999,0.8660254037844387,Night (0-5),4,250,500,St,mid,mid,other,medium,1,9y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(2909.4, 3830.6]",1
209,39,IN,500,1264.99,0,MALE,PhD,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,1,Missing,1,1,NO,37800,Chevrolet,Silverado,0,1,0,0,0.2222222222222222,0.1111111111111111,0,6600,1,3,0,1996,12,4,1,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),20,100,300,Hwy,old,mid,pickup,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(5658.2, 6660.4]",0
210,37,OH,500,1467.76,0,FEMALE,MD,tech-support,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,1,Missing,1,3,YES,63300,Toyota,Highlander,0,1,0,0,0.1,0.1,0,957,2,6,1,2012,7,3,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),15,500,1000,Drive,old,mid,suv,high,2,3y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(908.2, 1984.8]",0
174,33,IN,2000,1124.43,0,FEMALE,College,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,3,YES,0,1,YES,44200,Saab,93,0,0,0,0,0.2,0.1,0,284,1,4,0,2014,4,2,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),20,250,500,St,old,low,other,medium,1,1y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(-0.001, 908.2]",0
70,28,IL,1000,1319.81,0,MALE,High School,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,4,NO,1,0,YES,31680,Toyota,Camry,0,0,0,0,0.1111111111111111,0.1111111111111111,0,4127,1,2,0,2003,10,4,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),9,250,500,Lane,old,mid,sedan,low,0,12y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(3830.6, 4682.0]",1
89,32,IN,2000,1482.53,0,FEMALE,MD,tech-support,not-in-family,49100,-45100,Parked Car,Missing,Trivial Damage,Police,WV,1,YES,1,2,Missing,100,Audi,A3,1,0,1,0,0.1,0.2,0,6,1,4,0,2015,1,1,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),13,100,300,Hwy,old,premium,sedan,low,0,0–6mo,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(-0.001, 908.2]",0
458,61,IN,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,1,NO,2,1,NO,56340,Volkswagen,Passat,0,0,0,0,0.1111111111111111,0.1111111111111111,0,8115,2,2,0,1992,12,4,0,0,-1.0,-1.8369701987210294e-16,Evening (18-23),12,100,300,Lane,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(7554.4, 8444.2]",1
239,40,IN,500,1463.95,0,FEMALE,JD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,3,Missing,0,0,YES,69740,Dodge,Neon,0,1,0,0,0.0909090909090909,0.0909090909090909,0,3726,2,2,0,2004,11,4,0,0,-0.8660254037844386,0.5000000000000001,Evening (18-23),12,100,300,Ridge,old,mid,other,high,2,12y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(2909.4, 3830.6]",0
161,38,IL,2000,1133.85,0,MALE,PhD,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,3,YES,2,2,YES,60480,Volkswagen,Jetta,0,0,0,0,0.0833333333333333,0.25,0,4019,1,5,1,2004,1,1,0,1,0.0,1.0,Night (0-5),12,100,300,Drive,old,mid,other,high,2,12y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(3830.6, 4682.0]",0
446,61,IN,1000,1037.32,0,FEMALE,High School,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,3,Missing,2,1,NO,80880,Nissan,Ultima,0,1,0,0,0.0833333333333333,0.1666666666666666,0,3292,1,4,0,2006,1,1,0,1,0.2588190451025207,0.9659258262890684,Night (0-5),10,500,1000,Ave,old,mid,sedan,high,2,10y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(2909.4, 3830.6]",0
476,61,IN,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,1,Missing,1,2,YES,49390,Suburu,Legacy,0,1,0,0,0.1818181818181818,0.0909090909090909,0,7945,1,6,1,1993,4,2,0,1,0.4999999999999999,-0.8660254037844387,Morning (6-11),6,250,500,Ridge,mid,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(7554.4, 8444.2]",0
70,29,IN,1000,1425.79,0,FEMALE,MD,armed-forces,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,1,NO,0,3,Missing,69360,Dodge,RAM,0,0,1,0,0.1666666666666666,0.1666666666666666,0,2948,1,6,1,2006,12,4,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),6,100,300,Ridge,mid,mid,pickup,high,2,9y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(2909.4, 3830.6]",0
233,41,OH,2000,1615.14,0,FEMALE,Associate,tech-support,other-relative,67100,0,Vehicle Theft,Missing,Minor Damage,Missing,NY,1,NO,0,1,Missing,3740,Chevrolet,Malibu,1,0,1,1,0.1818181818181818,0.1818181818181818,0,6352,1,1,0,1997,8,3,0,1,1.0,6.123233995736766e-17,Morning (6-11),4,500,1000,St,mid,mid,sedan,low,0,20y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(5658.2, 6660.4]",0
122,33,IL,500,1236.5,0,MALE,PhD,other-service,husband,0,-48700,Parked Car,Missing,Trivial Damage,Missing,NY,1,NO,0,1,NO,5060,Nissan,Ultima,1,0,0,1,0.0909090909090909,0.1818181818181818,0,8655,2,3,0,1991,6,2,0,1,0.2588190451025207,0.9659258262890684,Night (0-5),12,250,500,Hwy,old,mid,sedan,low,0,20y+,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(8444.2, 9172.0]",0
335,48,IL,2000,1017.97,0,FEMALE,MD,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,3,NO,0,0,YES,35860,BMW,X5,0,0,0,0,0.0909090909090909,0.1818181818181818,1,7106,2,3,0,1995,9,3,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),10,500,1000,Ave,old,premium,suv,medium,1,20y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(6660.4, 7554.4]",0
257,40,IN,2000,1306.0,0,MALE,Associate,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3,YES,2,1,Missing,50050,Ford,Fusion,0,0,1,0,0.1538461538461538,0.0769230769230769,1,5491,2,5,1,2000,2,1,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),7,100,300,St,mid,mid,other,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(4682.0, 5658.2]",1
85,27,IL,2000,1174.14,0,MALE,College,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,4,YES,0,0,NO,59070,Toyota,Camry,0,0,0,0,0.1818181818181818,0.0909090909090909,0,6768,2,0,0,1996,7,3,0,1,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),3,500,1000,Ave,new,mid,sedan,high,2,20y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(6660.4, 7554.4]",0
133,30,IN,1000,1231.01,0,MALE,College,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,3,NO,1,2,Missing,28440,Dodge,Neon,0,0,1,0,0.1111111111111111,0.1111111111111111,0,3420,2,6,1,2005,9,3,1,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),8,500,1000,Lane,old,mid,other,low,0,10y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(2909.4, 3830.6]",0
119,34,IL,500,1299.18,0,FEMALE,College,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,1,YES,2,1,YES,45540,Honda,Civic,0,0,0,0,0.1818181818181818,0.1818181818181818,1,1105,1,3,0,2011,12,4,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),17,250,500,St,old,mid,other,medium,1,4y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(908.2, 1984.8]",0
169,34,IN,500,1469.75,0,FEMALE,JD,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,1,Missing,0,0,YES,38700,Volkswagen,Passat,0,1,0,0,0.2,0.1,0,6753,1,4,0,1996,7,3,0,0,0.0,1.0,Night (0-5),3,100,300,St,new,mid,other,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(6660.4, 7554.4]",0
225,39,OH,500,1390.72,0,MALE,Masters,tech-support,other-relative,83900,-52100,Parked Car,Missing,Trivial Damage,Missing,SC,1,YES,2,1,YES,5830,Nissan,Pathfinder,1,0,0,1,0.1818181818181818,0.0909090909090909,0,6892,2,4,0,1996,4,2,0,0,1.0,6.123233995736766e-17,Morning (6-11),4,250,500,Ridge,mid,mid,suv,low,0,20y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(6660.4, 7554.4]",1
84,32,IL,500,1694.09,7000000,FEMALE,Associate,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,1,YES,0,2,Missing,57240,BMW,X6,0,0,1,0,0.0833333333333333,0.1666666666666666,1,5080,1,4,0,2001,3,1,0,1,0.0,1.0,Night (0-5),20,500,1000,Ave,old,premium,other,medium,1,15y,5y+,"(6000000.0, 10000000.0]","(1564.724, 2047.59]","(4682.0, 5658.2]",0
169,39,OH,2000,1140.15,0,MALE,High School,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,3,YES,0,3,NO,46200,Suburu,Legacy,0,0,0,0,0.0909090909090909,0.1818181818181818,0,4840,1,0,0,2001,10,4,1,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),0,100,300,Hwy,new,mid,other,medium,1,15y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(4682.0, 5658.2]",0
124,32,IN,1000,1310.71,0,FEMALE,Masters,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,1,YES,0,1,NO,57700,Toyota,Camry,0,0,0,0,0.1,0.1,0,3113,2,2,0,2006,8,3,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),12,100,300,Hwy,old,mid,sedan,medium,1,9y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(2909.4, 3830.6]",1
320,48,IL,2000,1730.49,7000000,MALE,College,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,3,NO,2,0,NO,56160,Saab,95,0,0,0,0,0.0833333333333333,0.1666666666666666,0,636,1,5,1,2013,4,2,0,0,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),20,250,500,Lane,old,low,other,medium,1,2y,5y+,"(6000000.0, 10000000.0]","(1564.724, 2047.59]","(-0.001, 908.2]",0
297,47,IN,500,1616.65,7000000,MALE,MD,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,3,Missing,0,3,YES,44400,Jeep,Grand Cherokee,0,1,0,0,0.125,0.125,0,1874,1,4,0,2009,11,4,0,0,0.0,1.0,Night (0-5),16,250,500,Drive,old,mid,other,medium,1,6y,5y+,"(6000000.0, 10000000.0]","(1564.724, 2047.59]","(908.2, 1984.8]",0
421,56,IN,500,1935.85,4000000,MALE,Masters,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,1,Missing,2,3,Missing,92730,Mercedes,E400,0,1,1,0,0.1818181818181818,0.0909090909090909,1,9097,1,0,0,1990,2,1,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),11,100,300,Lane,old,premium,other,high,2,20y+,5y+,"(2000000.0, 6000000.0]","(1564.724, 2047.59]","(8444.2, 9172.0]",0
136,33,OH,1000,855.14,0,FEMALE,PhD,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,1,YES,0,1,YES,30700,Toyota,Corolla,0,0,0,0,0.1,0.2,0,4650,1,6,1,2002,4,2,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),0,250,500,Ridge,new,mid,sedan,low,0,15y,5y+,"(-0.001, 2000000.0]","(433.329, 953.9]","(3830.6, 4682.0]",0
46,24,OH,2000,1568.47,4000000,FEMALE,High School,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,1,NO,2,0,Missing,56600,Toyota,Camry,0,0,1,0,0.2,0.1,0,5825,2,0,0,1999,2,1,0,1,0.9659258262890684,-0.2588190451025208,Morning (6-11),16,250,500,Ridge,old,mid,sedan,medium,1,20y,3–5y,"(2000000.0, 6000000.0]","(1564.724, 2047.59]","(5658.2, 6660.4]",0
34,24,IN,2000,1550.53,0,FEMALE,MD,armed-forces,own-child,0,-27700,Parked Car,Missing,Trivial Damage,Missing,VA,1,YES,0,1,Missing,3960,Audi,A3,1,0,1,1,0.1666666666666666,0.1666666666666666,0,1324,2,6,1,2011,6,2,1,1,-0.8660254037844386,0.5000000000000001,Evening (18-23),17,500,1000,Drive,old,premium,sedan,low,0,4y,2–3y,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(908.2, 1984.8]",0
95,30,IL,2000,1370.92,0,MALE,College,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,1,YES,0,3,Missing,34800,Accura,MDX,0,0,1,0,0.1,0.2,0,7265,2,5,1,1995,3,1,1,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),16,250,500,Lane,old,mid,other,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(6660.4, 7554.4]",1
140,36,IN,500,1363.59,0,FEMALE,JD,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,3,Missing,2,0,YES,79500,Chevrolet,Tahoe,0,1,0,0,0.1,0.1,0,8682,2,6,1,1991,5,2,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),15,250,500,St,old,mid,suv,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(8444.2, 9172.0]",1
200,34,IN,1000,828.42,3000000,FEMALE,College,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,1,Missing,2,2,NO,56000,Chevrolet,Malibu,0,1,0,0,0.1,0.1,0,4782,1,3,0,2001,12,4,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),6,250,500,St,mid,mid,sedan,medium,1,15y,5y+,"(2000000.0, 6000000.0]","(433.329, 953.9]","(4682.0, 5658.2]",0
123,29,IN,500,1209.63,0,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,1,YES,1,0,YES,73260,Volkswagen,Jetta,0,0,0,0,0.2222222222222222,0.0,1,892,1,2,0,2012,8,3,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),1,250,500,Ave,new,mid,other,high,2,3y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(-0.001, 908.2]",0
267,46,OH,2000,1111.17,0,MALE,MD,craft-repair,unmarried,35000,0,Parked Car,Missing,Trivial Damage,Missing,WV,1,YES,2,3,YES,4950,Toyota,Camry,1,0,0,1,0.1818181818181818,0.0909090909090909,0,3830,2,1,0,2004,8,3,0,1,0.7071067811865475,0.7071067811865476,Night (0-5),20,250,500,Lane,old,mid,sedan,low,0,12y,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(2909.4, 3830.6]",0
290,42,IN,500,989.97,0,MALE,Masters,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,1,NO,0,1,NO,48000,Saab,95,0,0,0,0,0.1,0.2,0,365,1,1,0,2014,1,1,0,1,0.4999999999999999,-0.8660254037844387,Morning (6-11),2,500,1000,Ave,new,low,other,medium,1,1y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(-0.001, 908.2]",0
45,37,IN,1000,1114.23,0,MALE,College,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,1,YES,0,1,YES,52200,Nissan,Pathfinder,0,0,0,0,0.2,0.1,0,1109,1,3,0,2011,12,4,1,1,0.2588190451025207,0.9659258262890684,Night (0-5),10,250,500,Ave,old,mid,suv,medium,1,4y,3–5y,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(908.2, 1984.8]",0
186,38,IN,2000,1347.31,0,FEMALE,JD,protective-serv,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,3,NO,2,3,Missing,73800,Audi,A3,0,0,1,0,0.1666666666666666,0.1666666666666666,0,2380,2,0,0,2008,7,3,0,1,0.2588190451025207,0.9659258262890684,Night (0-5),20,250,500,Lane,old,premium,sedan,high,2,7y,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(1984.8, 2909.4]",1
135,34,IL,2000,1687.53,0,FEMALE,JD,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,1,Missing,1,2,NO,78200,Audi,A3,0,1,0,0,0.2,0.1,0,6107,1,4,0,1998,5,2,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),6,250,500,St,mid,premium,sedan,high,2,20y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(5658.2, 6660.4]",0
110,33,IN,1000,1183.48,0,MALE,Associate,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,1,Missing,2,3,NO,55200,Saab,93,0,1,0,0,0.25,0.1666666666666666,1,7225,1,0,0,1995,4,2,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),0,250,500,Ave,new,low,other,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(6660.4, 7554.4]",0
259,43,IL,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,3,NO,0,2,YES,57060,Ford,Fusion,0,0,0,0,0.1111111111111111,0.1111111111111111,0,8358,1,4,0,1992,2,1,0,1,0.7071067811865475,0.7071067811865476,Night (0-5),3,500,1000,Hwy,new,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(7554.4, 8444.2]",0
114,30,OH,1000,1173.25,0,FEMALE,Masters,protective-serv,husband,0,-34700,Vehicle Theft,Missing,Minor Damage,Missing,WV,1,NO,0,3,YES,4680,Chevrolet,Malibu,1,0,0,1,0.1111111111111111,0.1111111111111111,0,2786,2,2,0,2007,7,3,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),2,250,500,St,new,mid,sedan,low,0,8y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(1984.8, 2909.4]",0
404,56,IN,1000,1361.16,4000000,FEMALE,Masters,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,1,NO,2,0,YES,53100,Accura,MDX,0,0,0,0,0.1,0.1,1,1744,1,3,0,2010,4,2,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),10,250,500,Ave,old,mid,other,medium,1,5y,5y+,"(2000000.0, 6000000.0]","(1322.372, 1385.327]","(908.2, 1984.8]",1
