months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type
147,37,IN,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,3,Missing,0,1,Missing,56160,Ford,Fusion,0,1,1,0,0.1111111111111111,0.1111111111111111,1,651,1,5,1,2013,4,2,0,1,0.258819045102521,-0.9659258262890682,Morning (6-11),0,500,1000,Ave,new,mid,other
285,42,IN,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,1,NO,0,3,Missing,52700,Toyota,Corolla,0,0,1,0,0.1,0.2,0,8710,1,4,0,1991,3,1,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),10,100,300,Hwy,old,mid,sedan
289,43,OH,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,3,YES,1,3,Missing,68580,Jeep,Wrangler,0,0,1,0,0.1111111111111111,0.1111111111111111,0,4404,1,6,1,2002,12,4,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),5,500,1000,Hwy,mid,mid,other
427,60,IN,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,1,YES,1,2,YES,90860,Volkswagen,Jetta,0,0,0,0,0.14285714285714285,0.21428571428571427,1,3366,2,4,0,2005,12,4,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),11,100,300,Drive,old,mid,other
380,53,IL,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,Missing,Trivial Damage,Police,NC,1,NO,0,3,NO,5700,Saab,93,1,0,0,0,0.1,0.1,0,1371,2,1,0,2011,5,2,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),14,250,500,Hwy,old,low,other
13,21,IN,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,3,YES,2,0,YES,94930,Accura,RSX,0,0,0,0,0.09090909090909091,0.09090909090909091,0,3015,1,0,0,2006,10,4,1,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),1,100,300,Ave,new,mid,other
282,43,OH,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,1,NO,1,2,NO,46800,Audi,A5,0,0,0,0,0.1,0.2,1,3095,1,3,0,2006,7,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),8,250,500,Drive,old,premium,sedan
312,47,OH,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,3,NO,2,3,NO,56320,Mercedes,ML350,0,0,0,0,0.125,0.125,0,4649,3,6,1,2002,6,2,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),15,500,1000,Ave,old,premium,other
266,46,OH,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,1,NO,1,3,YES,83490,Nissan,Pathfinder,0,0,0,0,0.09090909090909091,0.18181818181818182,0,2169,1,2,0,2009,2,1,0,1,-1.0,-1.8369701987210297e-16,Evening (18-23),19,100,300,Lane,old,mid,suv
30,36,IN,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,3,NO,2,2,Missing,57900,Saab,95,0,0,1,0,0.1,0.1,0,5038,2,5,1,2001,5,2,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),7,500,1000,Ridge,mid,low,other
198,36,IN,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3,Missing,1,3,YES,49410,Audi,A3,0,1,0,0,0.1111111111111111,0.1111111111111111,0,5092,1,0,0,2001,2,1,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),0,250,500,Lane,new,premium,sedan
290,45,OH,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,3,Missing,0,1,NO,66200,Suburu,Impreza,0,1,0,0,0.1,0.1,0,7744,1,5,1,1993,11,4,0,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),3,500,1000,Hwy,new,mid,other
260,46,OH,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,1,NO,0,1,NO,64080,Toyota,Camry,0,0,0,0,0.16666666666666666,0.16666666666666666,0,9133,2,4,0,1990,2,1,0,0,0.9659258262890683,-0.25881904510252085,Morning (6-11),10,100,300,Drive,old,mid,sedan
233,43,OH,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,3,Missing,2,3,YES,42500,Nissan,Pathfinder,0,1,0,0,0.2,0.1,0,5385,2,1,0,2000,5,2,0,1,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),15,250,500,Ave,old,mid,suv
130,30,IL,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,3,NO,2,3,Missing,48950,Suburu,Legacy,0,0,1,0,0.18181818181818182,0.09090909090909091,0,890,2,0,0,2012,8,3,0,1,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),10,500,1000,St,old,mid,other
230,42,IN,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,3,NO,1,2,YES,58850,Accura,MDX,0,0,0,0,0.18181818181818182,0.18181818181818182,0,3734,2,4,0,2004,11,4,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),16,100,300,Ave,old,mid,other
212,40,IL,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,3,YES,0,2,YES,82400,Nissan,Pathfinder,0,0,0,0,0.1,0.1,0,4402,2,2,0,2003,1,1,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),9,500,1000,Drive,old,mid,suv
299,44,OH,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,1,YES,2,0,Missing,54240,Suburu,Impreza,0,0,1,0,0.125,0.125,0,2270,1,6,1,2008,11,4,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),6,500,1000,Hwy,mid,mid,other
91,26,IL,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,3,Missing,0,2,Missing,74200,Jeep,Wrangler,0,1,1,0,0.1,0.1,0,5606,2,0,0,1999,10,4,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),19,250,500,Drive,old,mid,other
398,53,IL,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,1,YES,2,1,Missing,47430,Toyota,Camry,0,0,1,0,0.1111111111111111,0.1111111111111111,0,8806,1,3,0,1990,12,4,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),15,100,300,Ave,old,mid,sedan
218,43,IL,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,1,Missing,1,3,YES,68200,Dodge,RAM,0,1,0,0,0.2,0.1,1,6897,1,4,0,1996,2,1,0,1,-1.0,-1.8369701987210297e-16,Evening (18-23),12,250,500,Hwy,old,mid,pickup
152,33,IN,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,1,NO,1,0,NO,63900,Accura,TL,0,0,0,0,0.1111111111111111,0.1111111111111111,0,4989,2,4,0,2001,6,2,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),1,100,300,Ridge,new,mid,other
212,39,OH,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,2,NO,0,3,YES,59300,Dodge,RAM,0,0,0,0,0.2,0.1,0,1795,2,5,1,2010,3,1,1,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),7,100,300,Drive,mid,mid,pickup
242,44,IL,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,3,NO,1,2,YES,66900,Suburu,Forrestor,0,0,0,0,0.1,0.2,1,4207,2,2,0,2003,7,3,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),16,500,1000,Drive,old,mid,other
80,27,OH,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,3,YES,1,3,Missing,40810,Ford,F150,0,0,1,0,0.09090909090909091,0.18181818181818182,1,148,2,3,0,2014,9,3,0,1,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),15,500,1000,Lane,old,mid,pickup
260,43,IN,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,Missing,1,0,Missing,75400,Honda,CRV,0,1,1,0,0.2,0.1,0,2080,2,3,0,2009,6,2,0,1,-1.0,-1.8369701987210297e-16,Evening (18-23),4,100,300,St,mid,mid,suv
133,34,IN,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,Missing,Minor Damage,Missing,WV,1,NO,2,0,YES,4200,Jeep,Wrangler,1,0,0,1,0.1,0.2,0,7414,1,2,0,1994,10,4,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),2,500,1000,Ridge,new,mid,other
290,45,OH,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,3,YES,0,0,YES,52650,Ford,F150,0,0,0,0,0.1111111111111111,0.1111111111111111,1,8577,1,5,1,1991,7,3,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),14,100,300,St,old,mid,pickup
322,49,IL,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,1,Missing,0,2,YES,42240,Chevrolet,Malibu,0,1,0,0,0.18181818181818182,0.18181818181818182,0,4865,1,0,0,2001,9,3,1,1,-1.0,-1.8369701987210297e-16,Evening (18-23),8,250,500,Hwy,old,mid,sedan
228,39,IN,500,1388.62,0,FEMALE,JD,sales,reading,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,1,YES,1,0,YES,59490,Mercedes,ML350,0,0,0,0,0.1111111111111111,0.1111111111111111,0,852,1,0,0,2012,9,3,1,1,0.49999999999999994,-0.8660254037844387,Morning (6-11),20,500,1000,Lane,old,premium,other
195,37,IL,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,1,NO,0,2,NO,44200,Jeep,Wrangler,0,0,0,0,0.1,0.1,1,8602,1,2,0,1991,7,3,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),13,100,300,Drive,old,mid,other
247,39,IN,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,YES,1,2,Missing,7700,Saab,93,1,0,1,0,0.1,0.2,0,8511,2,0,0,1991,10,4,1,1,0.9659258262890683,0.25881904510252074,Night (0-5),15,100,300,Ridge,old,low,other
405,57,IN,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,3,Missing,2,3,Missing,61440,Saab,93,0,1,1,0,0.16666666666666666,0.16666666666666666,0,5490,1,3,0,1999,12,4,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),7,500,1000,Lane,mid,low,other
144,37,OH,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3,YES,1,3,NO,54400,Chevrolet,Silverado,0,0,0,0,0.1,0.2,1,835,1,5,1,2012,10,4,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),0,250,500,Ridge,new,mid,pickup
338,47,IL,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,1,YES,2,1,Missing,58560,Mercedes,E400,0,0,1,0,0.16666666666666666,0.16666666666666666,0,7123,2,2,0,1995,8,3,0,1,0.8660254037844386,0.5000000000000001,Night (0-5),13,500,1000,St,old,premium,other
121,34,IN,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,1,NO,1,1,NO,67300,Dodge,RAM,0,0,0,0,0.1,0.1,1,8745,1,2,0,1991,2,1,0,1,0.258819045102521,-0.9659258262890682,Morning (6-11),15,500,1000,Lane,old,mid,pickup
398,55,OH,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,1,Missing,1,3,YES,36740,BMW,X5,0,1,0,0,0.09090909090909091,0.18181818181818182,1,8591,1,3,0,1991,7,3,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),17,250,500,Lane,old,premium,suv
9,30,IL,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,1,Missing,0,0,NO,85690,BMW,3 Series,0,1,0,0,0.18181818181818182,0.18181818181818182,0,7603,2,0,0,1994,4,2,0,1,1.2246467991473532e-16,-1.0,Afternoon (12-17),4,100,300,St,mid,premium,other
115,31,OH,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,3,YES,0,3,NO,34160,Audi,A5,0,0,0,0,0.0,0.125,1,3374,3,6,1,2005,12,4,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),10,500,1000,Drive,old,premium,sedan
280,48,IL,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,1,NO,2,2,Missing,61320,BMW,M5,0,0,1,0,0.16666666666666666,0.16666666666666666,0,203,2,2,0,2014,7,3,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),17,250,500,Lane,old,premium,other
254,45,IL,500,1083.64,0,MALE,JD,other-service,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,3,YES,0,0,Missing,79680,BMW,3 Series,0,0,1,0,0.16666666666666666,0.16666666666666666,0,4181,2,4,0,2003,9,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),11,250,500,Drive,old,premium,other
141,30,IL,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,1,NO,1,0,YES,61740,Audi,A3,0,0,0,0,0.1111111111111111,0.1111111111111111,0,5322,2,0,0,2000,7,3,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),13,250,500,St,old,premium,sedan
441,55,IN,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,Missing,Minor Damage,Missing,VA,1,NO,0,0,NO,6400,Honda,Civic,1,0,0,1,0.1,0.1,0,2031,2,3,0,2009,7,3,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),13,250,500,Ridge,old,mid,other
381,55,OH,500,1459.99,0,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,1,YES,1,2,YES,60600,Accura,TL,0,0,0,0,0.2,0.1,0,8675,1,0,0,1991,4,2,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),4,500,1000,Ave,mid,mid,other
191,38,IL,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,3,NO,2,0,NO,56320,Volkswagen,Jetta,0,0,0,0,0.18181818181818182,0.09090909090909091,0,3366,2,5,1,2005,11,4,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),8,100,300,Ave,old,mid,other
145,34,IN,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,1,YES,2,0,NO,52250,Suburu,Legacy,0,0,0,0,0.18181818181818182,0.09090909090909091,0,9004,1,1,0,1990,5,2,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),3,100,300,Drive,new,mid,other
479,60,IL,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,2,Missing,0,3,Missing,53900,Saab,95,0,1,1,0,0.1,0.2,0,4434,1,6,1,2002,11,4,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),9,500,1000,St,old,low,other
215,35,IL,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,Missing,Trivial Damage,Missing,WV,1,Missing,2,1,NO,2640,Jeep,Wrangler,1,1,0,1,0.08333333333333333,0.16666666666666666,0,3866,1,3,0,2004,6,2,0,0,1.0,6.123233995736766e-17,Morning (6-11),14,500,1000,Lane,old,mid,other
41,33,OH,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,Missing,Minor Damage,Missing,NC,1,YES,0,0,Missing,8970,Dodge,Neon,1,0,1,1,0.15384615384615385,0.15384615384615385,0,1611,2,0,0,2010,9,3,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),4,250,500,Drive,mid,mid,other
45,31,IN,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,0,0,Parked Car,Missing,Minor Damage,Missing,NY,1,Missing,1,3,Missing,6000,Suburu,Impreza,1,1,1,1,0.16666666666666666,0.16666666666666666,0,8921,2,1,0,1990,9,3,0,1,1.0,6.123233995736766e-17,Morning (6-11),15,100,300,Hwy,old,mid,other
156,38,IL,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,3,Missing,0,3,Missing,55200,Saab,92x,0,1,1,0,0.2,0.1,1,1980,2,1,0,2009,9,3,0,1,-0.2588190451025207,0.9659258262890683,Evening (18-23),17,100,300,Drive,old,low,other
246,45,IN,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,Missing,Trivial Damage,Missing,SC,1,NO,0,3,YES,7260,Saab,92x,1,0,0,1,0.09090909090909091,0.18181818181818182,0,5638,1,6,1,1999,8,3,0,1,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),7,250,500,Drive,mid,low,other
178,39,IL,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,3,NO,2,0,Missing,64680,Jeep,Wrangler,0,0,1,0,0.18181818181818182,0.18181818181818182,0,2141,1,5,1,2009,3,1,0,1,0.7071067811865475,0.7071067811865476,Night (0-5),5,100,300,St,mid,mid,other
237,43,OH,500,911.53,0,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,1,NO,0,1,NO,59200,Chevrolet,Malibu,0,0,0,0,0.0,0.2,0,2130,2,2,0,2009,4,2,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),17,250,500,Drive,old,mid,sedan
127,34,OH,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,Missing,Minor Damage,Missing,NC,1,YES,1,3,Missing,4700,Saab,92x,1,0,1,1,0.1,0.2,0,3079,1,1,0,2006,8,3,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),17,500,1000,Lane,old,low,other
1,33,OH,2000,1391.63,0,MALE,Associate,sales,video-games,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,1,YES,0,3,NO,69400,Mercedes,C300,0,0,0,0,0.1,0.1,0,7022,2,3,0,1995,12,4,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),15,250,500,Lane,old,premium,sedan
5,21,IN,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,1,YES,0,0,NO,40500,Nissan,Pathfinder,0,0,0,0,0.1,0.1,0,4473,2,2,0,2002,11,4,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),17,250,500,Ave,old,mid,suv
64,28,IL,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,3,NO,2,1,NO,60000,Honda,Accord,0,0,0,0,0.08333333333333333,0.16666666666666666,0,8497,2,4,0,1991,11,4,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),18,500,1000,Hwy,old,mid,other
142,30,IN,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,1,YES,2,3,NO,67320,Volkswagen,Jetta,0,0,0,0,0.16666666666666666,0.16666666666666666,0,6205,1,5,1,1998,1,1,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),19,500,1000,Hwy,old,mid,other
97,27,OH,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,3,YES,2,1,YES,75690,Saab,95,0,0,0,0,0.1111111111111111,0.1111111111111111,0,4657,1,5,1,2002,4,2,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),1,500,1000,Hwy,new,low,other
121,31,IN,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,3,NO,1,2,Missing,64300,Chevrolet,Silverado,0,0,1,0,0.1,0.1,1,8611,2,6,1,1991,7,3,0,1,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),13,100,300,Lane,old,mid,pickup
225,43,OH,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,3,NO,2,0,YES,64400,BMW,X5,0,0,0,0,0.1,0.1,0,3801,1,4,0,2004,8,3,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),4,100,300,Ridge,mid,premium,suv
425,53,OH,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,3,Missing,1,2,Missing,97080,Saab,92x,0,1,1,0,0.16666666666666666,0.16666666666666666,0,8987,1,5,1,1990,6,2,0,1,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),10,250,500,Drive,old,low,other
285,44,OH,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,Vehicle Theft,Missing,Minor Damage,Police,WV,1,YES,1,0,Missing,5500,Honda,Civic,1,0,1,0,0.09090909090909091,0.09090909090909091,0,8568,2,2,0,1991,8,3,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),5,250,500,St,mid,mid,other
192,38,IN,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,3,Missing,0,2,NO,30700,Jeep,Wrangler,0,1,0,0,0.1,0.2,0,1435,1,4,0,2011,2,1,0,1,0.49999999999999994,-0.8660254037844387,Morning (6-11),5,500,1000,Hwy,mid,mid,other
285,48,IL,2000,1101.85,0,FEMALE,College,sales,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,1,NO,1,2,YES,33480,Nissan,Pathfinder,0,0,0,0,0.1111111111111111,0.1111111111111111,0,753,2,4,0,2013,2,1,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),3,100,300,Lane,new,mid,suv
98,26,IN,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,2,Missing,0,1,YES,65430,Jeep,Wrangler,0,1,0,0,0.2222222222222222,0.1111111111111111,0,5098,2,3,0,2001,2,1,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),14,500,1000,Lane,old,mid,other
175,36,OH,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,3,YES,2,1,YES,42680,Accura,RSX,0,0,0,0,0.09090909090909091,0.18181818181818182,1,8368,1,4,0,1992,3,1,0,1,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),9,500,1000,Ave,old,mid,other
259,45,IL,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,1,Missing,1,1,NO,87780,Honda,CRV,0,1,0,0,0.09090909090909091,0.09090909090909091,0,2935,1,5,1,2006,12,4,0,1,-0.2588190451025207,0.9659258262890683,Evening (18-23),4,500,1000,St,mid,mid,suv
140,36,OH,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,4,YES,0,2,YES,72800,Honda,Accord,0,0,0,0,0.2,0.2,0,5343,3,6,1,2000,7,3,0,0,0.49999999999999994,0.8660254037844387,Night (0-5),17,500,1000,Ave,old,mid,other
231,37,OH,500,920.81,0,FEMALE,High School,sales,chess,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,1,YES,2,0,Missing,71190,Mercedes,C300,0,0,1,0,0.0,0.1111111111111111,1,8464,2,4,0,1991,12,4,0,1,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),18,250,500,Hwy,old,premium,sedan
186,38,OH,500,922.85,0,MALE,High School,adm-clerical,golf,husband,70300,-70900,Vehicle Theft,Missing,Trivial Damage,Missing,NY,1,Missing,1,1,YES,3600,Honda,Civic,1,1,0,1,0.1111111111111111,0.1111111111111111,0,604,2,2,0,2013,7,3,0,0,0.9659258262890683,-0.25881904510252085,Morning (6-11),16,100,300,Ave,old,mid,other
